creative_id,user_operating_system,user_device,average_seconds_played,cost,revenue
113521,Android,Phone,0.0,0.010127929187048683,0.0
115340,Windows,PersonalComputer,0.0,0.005936633479110449,0.0
113582,Android,Phone,7.142857074737549,0.004397506280822555,0.0
97385,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
114821,Windows,PersonalComputer,0.0,0.0019936722210504116,0.0
113065,Android,Tablet,0.0,0.0037808000000000004,0.0
111414,iOS,Phone,17.0,0.0028356,0.0
111414,iOS,Phone,0.0,0.0028356,0.0
112705,Windows,PersonalComputer,14.560606002807617,0.006156508793151577,0.0
113176,macOS,PersonalComputer,0.0,0.006156508793151577,0.0
114395,macOS,PersonalComputer,0.0,0.0037808000000000004,0.0
111479,Windows,PersonalComputer,0.0,0.006605171208944794,0.02656324248777079
113293,iOS,Tablet,5.636363506317139,0.0014178,0.0
115250,iOS,Phone,0.0,0.0028356,0.0
112162,Android,Phone,0.0,0.009632541346377824,0.0
115236,iOS,Phone,0.0,0.0028356,0.0
110880,iOS,Phone,0.0,0.0026385037684935335,0.04161161254303526
113601,iOS,Tablet,9.399999618530273,0.004397506280822555,0.0
91856,Android,Phone,0.0,0.004397506280822555,0.0
112950,macOS,PersonalComputer,13.0,0.017626107226107225,0.014854545454545454
111100,Windows,PersonalComputer,4.142857074737549,0.006605171208944794,0.0
114905,Windows,PersonalComputer,0.0,0.007561600000000001,0.0
113638,iOS,Phone,0.0,0.004397506280822555,0.02496696752582116
111412,iOS,Phone,0.0,0.007561600000000001,0.0
115063,iOS,Phone,0.0,0.004397506280822555,0.02496696752582116
109634,iOS,Phone,0.0,0.010127929187048683,0.0
112158,Windows,PersonalComputer,0.0,0.010554015073974134,0.0
114763,Windows,PersonalComputer,0.0,0.0028356,0.0
114233,iOS,Tablet,0.0,0.010127929187048683,0.03099044956906592
114038,Windows,PersonalComputer,0.1666666716337204,0.00879501256164511,0.0
109602,iOS,Phone,0.0,0.004726,0.0
114428,Windows,PersonalComputer,0.0,0.0037808000000000004,0.01118
106258,Windows,PersonalComputer,0.0,0.0056712,0.04472
110574,iOS,Tablet,0.0,0.006605171208944794,0.0
113257,Windows,PersonalComputer,15.0,0.004726,0.0
114233,iOS,Phone,0.0,0.010127929187048683,0.0
115343,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
97049,Windows,PersonalComputer,0.0,0.00879501256164511,0.0
115119,iOS,Tablet,15.470588684082031,0.010575664335664337,0.0
97047,Windows,PersonalComputer,10.666666984558105,0.006156508793151577,0.052014515678794074
115221,Android,Phone,0.0,0.0018904000000000002,0.020124
113047,Android,Phone,14.0,0.0033082000000000003,0.017888
113115,Windows,PersonalComputer,0.0,0.010127929187048683,0.0
115222,iOS,Tablet,17.30769157409668,0.017626107226107225,0.0
114850,iOS,Tablet,0.0,0.0014178,0.03354
97385,Windows,PersonalComputer,3.200000047683716,0.006156508793151577,0.0
114395,Windows,PersonalComputer,12.333333015441895,0.0037808000000000004,0.03354
115250,iOS,Phone,0.0,0.0038530165385511302,0.0
114820,iOS,Phone,8.0,0.0019936722210504116,0.0
114124,Windows,PersonalComputer,0.0,0.0026385037684935335,0.01248348376291058
115286,Windows,PersonalComputer,8.0,0.006156508793151577,0.0
82016,Windows,PersonalComputer,0.0,0.006156508793151577,0.05409509630594585
115228,Android,Phone,0.0,0.0026420684835779173,0.0
92623,Windows,PersonalComputer,6.0,0.008256464011180992,0.02656324248777079
114905,Windows,PersonalComputer,21.16666603088379,0.006616400000000001,0.0
112697,iOS,Phone,4.0,0.004397506280822555,0.04161161254303526
113292,Windows,PersonalComputer,19.0,0.004726,0.0
115234,Android,Phone,0.0,0.0056712,0.0
114395,Windows,PersonalComputer,0.0,0.0037808000000000004,0.0
82016,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
114227,Windows,PersonalComputer,8.333333015441895,0.008256464011180992,0.0
109667,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
115245,Windows,PersonalComputer,0.44999998807907104,0.006616400000000001,0.0
115221,Android,Phone,18.0,0.0033082000000000003,0.0
113650,Android,Phone,0.0,0.008256464011180992,0.03099044956906592
115179,Windows,PersonalComputer,0.0,0.0037808000000000004,0.0
114477,Android,Phone,7.5,0.004397506280822555,0.0
113257,Windows,PersonalComputer,0.0,0.0018904000000000002,0.013415999999999999
115341,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
97391,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
112272,Windows,PersonalComputer,0.0,0.0113424,0.026831999999999998
113048,iOS,Phone,0.0,0.0033082000000000003,0.0
115226,Android,Phone,19.0,0.0033082000000000003,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
113115,macOS,PersonalComputer,0.0,0.010127929187048683,0.0
114441,OS X,PersonalComputer,0.0,0.008806894945259724,0.0
106115,iOS,Phone,0.0,0.003518005024658044,0.0
113258,Windows,PersonalComputer,6.133333206176758,0.0037808000000000004,0.0
113292,Windows,PersonalComputer,0.0,0.0018904000000000002,0.0
111762,iOS,Phone,0.0,0.009632541346377824,0.0
106811,iOS,Tablet,0.0,0.004397506280822555,0.0
113649,Android,Phone,0.0,0.008256464011180992,0.03099044956906592
113521,iOS,Phone,0.0,0.010127929187048683,0.0
115115,iOS,Tablet,0.0,0.017626107226107225,0.0
106115,iOS,Phone,0.0,0.0026385037684935335,0.0
112105,iOS,Tablet,5.599999904632568,0.005504309340787328,0.02656324248777079
114868,Windows,PersonalComputer,0.0,0.0037808000000000004,0.0
99224,iOS,Phone,14.0,0.004397506280822555,0.0
115370,Android,Phone,0.0,7.561600000000001E-4,0.013415999999999999
115189,Android,Phone,0.0,0.0014178,0.0
113699,iOS,Phone,10.0,0.0026385037684935335,0.0
113260,OS X,PersonalComputer,0.0,0.004726,0.0
115465,Windows,PersonalComputer,0.0,0.006156508793151577,0.031208709407276446
115233,iOS,Phone,6.0,0.0056712,0.03354
106115,iOS,Phone,7.666666507720947,0.004397506280822555,0.0
113925,Fire OS,Tablet,0.0,0.0033082000000000003,0.0
114742,iOS,Phone,0.0,0.0014178,0.013415999999999999
106258,Windows,PersonalComputer,0.0,0.0056712,0.04472
114227,OS X,PersonalComputer,0.0,0.006605171208944794,0.0
112802,macOS,PersonalComputer,27.0,0.00656914,0.0
112609,iOS,Phone,0.0,0.0021267,0.0
113293,Android,Tablet,0.0,0.0014178,0.0
113293,Android,Phone,0.0,0.0028356,0.0
114712,Windows,PersonalComputer,0.0,0.002318290119131044,0.0
112237,iOS,Tablet,0.0,0.003518005024658044,0.0395310319158835
115181,Android,Tablet,10.0,0.0028356,0.0
91856,iOS,Phone,3.5,0.004397506280822555,0.035369870661579976
109939,Android,Phone,0.0,0.004397506280822555,0.0
113052,Android,Phone,0.0,0.0033082000000000003,0.010062
83508,Android,Phone,0.0,0.0018904000000000002,0.0
113927,Android,Phone,0.0,0.0038944878904994605,0.0
112648,iOS,Phone,0.0,0.004397506280822555,0.0395310319158835
115167,Android,Phone,0.0,0.0028356,0.03354
113521,iOS,Phone,4.0,0.010127929187048683,0.0
113521,iOS,Phone,0.0,0.010127929187048683,0.0
112619,iOS,Phone,0.0,0.010127929187048683,0.01549522478453296
113096,iOS,Tablet,8.375,0.0056712,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
106809,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
113487,Android,Phone,0.0,0.0037808000000000004,0.0
113451,Android,Phone,0.0,0.011683463671498381,0.0
112137,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
112163,Fire OS,Phone,0.0,0.009632541346377824,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
115189,Windows,PersonalComputer,1.0,0.0018904000000000002,0.0
114395,Windows,PersonalComputer,0.0,0.0037808000000000004,0.0
113048,Android,Phone,0.0,0.0033082000000000003,0.017888
115340,Windows,PersonalComputer,2.0,0.00879501256164511,0.0
97385,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
113048,iOS,Phone,0.0,0.0033082000000000003,0.0
114174,iOS,Phone,0.0,0.004397506280822555,0.0
115465,OS X,PersonalComputer,0.0,0.01759002512329022,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.04472
112947,iOS,Phone,0.0,0.010575664335664337,0.0
115247,Android,Phone,0.0,0.0033082000000000003,0.0
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
83508,Android,Phone,0.0,0.0018904000000000002,0.0
83508,iOS,Phone,0.0,0.0018904000000000002,0.0
114850,Android,Phone,0.0,0.0014178,0.0
113051,iOS,Phone,0.0,0.0033082000000000003,0.0
111861,iOS,Phone,0.0,0.003518005024658044,0.0
115233,iOS,Phone,5.5,0.006616400000000001,0.0
113730,Windows,PersonalComputer,19.399999618530273,0.006605171208944794,0.02656324248777079
115465,OS X,PersonalComputer,1.0,0.00879501256164511,0.0
110726,iOS,Phone,0.0,0.010127929187048683,0.0
115120,iOS,Tablet,14.5,0.017626107226107225,0.0
115250,iOS,Phone,0.0,0.0038530165385511302,0.0
114707,iOS,Phone,0.0,0.0014178,0.017888
106810,iOS,Tablet,9.75,0.004397506280822555,0.0
115375,iOS,Phone,0.0,0.0033082000000000003,0.013415999999999999
113358,iOS,Tablet,12.75,0.00879501256164511,0.0
115245,Android,Phone,0.0,0.0033082000000000003,0.0
113258,OS X,PersonalComputer,0.0,0.0037808000000000004,0.0
100011,Android,Phone,0.0,0.004397506280822555,0.0
115392,iOS,Tablet,0.0,0.0028356,0.013409292
115341,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
115234,iOS,Tablet,1.0,0.006616400000000001,0.0
113051,Android,Phone,16.0,0.0033082000000000003,0.0
111503,iOS,Phone,0.0,0.004397506280822555,0.0
113521,iOS,Phone,0.5,0.010127929187048683,0.0
113293,iOS,Phone,0.0,0.0033082000000000003,0.0
115465,Windows,PersonalComputer,16.372549057006836,0.006156508793151577,0.0
106819,Android,Phone,0.0,0.004397506280822555,0.0
114252,iOS,Phone,0.0,0.010127929187048683,0.0
115233,Windows,PersonalComputer,0.0,0.006616400000000001,0.0
114850,Android,Phone,0.0,0.0014178,0.03354
106258,Windows,PersonalComputer,0.0,0.0056712,0.0
111861,iOS,Tablet,0.0,0.004397506280822555,0.0
115245,iOS,Phone,0.0,0.0056712,0.0
115228,iOS,Phone,0.0,0.0026420684835779173,0.0
109602,Android,Phone,0.0,0.004726,0.0
113630,Android,Phone,0.0,0.004397506280822555,0.02496696752582116
106115,iOS,Phone,0.0,0.0026385037684935335,0.035369870661579976
114428,Windows,PersonalComputer,0.0,0.0037808000000000004,0.01118
113115,Windows,PersonalComputer,7.5,0.008256464011180992,0.0
112272,iOS,Phone,0.0,0.0037808000000000004,0.026831999999999998
115222,OS X,PersonalComputer,14.285714149475098,0.017626107226107225,0.0
82016,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
89005,OS X,PersonalComputer,0.0,0.006156508793151577,0.016644645017214105
113260,Windows,PersonalComputer,0.0,0.004726,0.013415999999999999
112571,Windows,PersonalComputer,0.0,0.008256464011180992,0.0
111503,Android,Phone,0.0,0.004397506280822555,0.0
113582,Android,Phone,8.0,0.004397506280822555,0.0
112158,Windows,PersonalComputer,0.0,0.004397506280822555,0.0
113837,Windows,PersonalComputer,13.0,0.006156508793151577,0.05345145187372566
114395,Windows,PersonalComputer,0.0,0.0037808000000000004,0.0
113518,iOS,Tablet,0.0,0.005504309340787328,0.0
106115,iOS,Phone,0.0,0.0026385037684935335,0.0
113047,Android,Phone,0.0,0.0033082000000000003,0.0
113258,OS X,PersonalComputer,0.0,0.0037808000000000004,0.0
115236,macOS,PersonalComputer,0.0,0.009452,0.0
92627,Windows,PersonalComputer,0.0,0.008256464011180992,0.0
113047,Android,Tablet,0.0,0.0028356,0.0
100011,iOS,Phone,0.0,0.004397506280822555,0.0
112779,Android,Phone,0.0,0.0018904000000000002,0.014534
115465,Windows,PersonalComputer,0.0,0.006156508793151577,0.0
